a,b
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
blaaaaaaaaaaaaaaaaaaaa,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
blaaaaaaaaaaaaaaaaaaaa,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
bla,3
bla,1
bla,2
blaaaaaaaaaaaaaaaaaaaa,3
bla,1
bla,2
bla,3
